Transition(state=array([-0.5513977]), action=1, next_state=array([-0.38281483]), reward=-0.38281482779787934)
Transition(state=array([-0.0291184]), action=0, next_state=array([ 0.06374809]), reward=-0.06374809471205237)
Transition(state=array([ 0.06374809]), action=0, next_state=array([-0.02276972]), reward=-0.022769721032735418)
Transition(state=array([-0.02276972]), action=0, next_state=array([-0.03061073]), reward=-0.030610728762546974)
Transition(state=array([-0.03061073]), action=0, next_state=array([-0.03731345]), reward=-0.03731345321017214)
Transition(state=array([-0.03731345]), action=0, next_state=array([-0.02624539]), reward=-0.026245393581296378)
Transition(state=array([-0.02624539]), action=0, next_state=array([ 0.01125098]), reward=-0.01125098025709171)
Transition(state=array([ 0.01125098]), action=0, next_state=array([ 0.05065487]), reward=-0.05065486923159631)
Transition(state=array([ 0.05065487]), action=0, next_state=array([ 0.10924653]), reward=-0.10924653365750622)
Transition(state=array([ 0.10924653]), action=2, next_state=array([ 0.0606174]), reward=-0.06061739994238027)
Transition(state=array([ 0.0606174]), action=0, next_state=array([ 0.07679014]), reward=-0.07679014207565381)
Transition(state=array([ 0.07679014]), action=0, next_state=array([ 0.06989293]), reward=-0.06989292625646183)
Transition(state=array([ 0.06989293]), action=0, next_state=array([ 0.11198419]), reward=-0.11198419387932625)
Transition(state=array([ 0.11198419]), action=2, next_state=array([-0.08653603]), reward=-0.08653602584289717)
Transition(state=array([-0.08653603]), action=0, next_state=array([-0.0404575]), reward=-0.04045749738718039)
Transition(state=array([-0.0404575]), action=0, next_state=array([-0.08292144]), reward=-0.08292143620123366)
Transition(state=array([-0.08292144]), action=0, next_state=array([-0.02835592]), reward=-0.02835592467503832)
Transition(state=array([-0.02835592]), action=0, next_state=array([ 0.03257717]), reward=-0.03257716673786692)
Transition(state=array([ 0.03257717]), action=0, next_state=array([-0.03363184]), reward=-0.03363184016274611)
Transition(state=array([-0.03363184]), action=0, next_state=array([-0.11437514]), reward=-0.11437513602701649)
Transition(state=array([-0.11437514]), action=1, next_state=array([ 0.05728304]), reward=-0.05728304450389396)
Transition(state=array([ 0.05728304]), action=0, next_state=array([ 0.15693515]), reward=-0.1569351504050157)
Transition(state=array([ 0.15693515]), action=2, next_state=array([ 0.03493759]), reward=-0.034937590748754355)
Transition(state=array([ 0.03493759]), action=0, next_state=array([ 0.09689583]), reward=-0.09689583470854198)
Transition(state=array([ 0.09689583]), action=0, next_state=array([ 0.16576215]), reward=-0.16576214609218898)
Transition(state=array([ 0.16576215]), action=2, next_state=array([ 0.10253587]), reward=-0.10253586867604206)
Transition(state=array([ 0.10253587]), action=2, next_state=array([ 0.05713252]), reward=-0.05713251518473508)
Transition(state=array([ 0.05713252]), action=0, next_state=array([-0.00768918]), reward=-0.007689184144292427)
Transition(state=array([-0.00768918]), action=0, next_state=array([-0.04961395]), reward=-0.04961395110744702)
Transition(state=array([-0.04961395]), action=0, next_state=array([-0.0597227]), reward=-0.059722696172208004)
Transition(state=array([-0.0597227]), action=0, next_state=array([-0.02362237]), reward=-0.02362237152912155)
Transition(state=array([-0.02362237]), action=0, next_state=array([-0.01851747]), reward=-0.018517473166985404)
Transition(state=array([-0.01851747]), action=0, next_state=array([ 0.08012988]), reward=-0.08012987959240665)
Transition(state=array([ 0.08012988]), action=0, next_state=array([ 0.14456455]), reward=-0.14456455482541056)
Transition(state=array([ 0.14456455]), action=2, next_state=array([ 0.0367133]), reward=-0.03671330011421514)
Transition(state=array([ 0.0367133]), action=0, next_state=array([ 0.09743443]), reward=-0.09743442631355644)
Transition(state=array([ 0.09743443]), action=0, next_state=array([ 0.02667385]), reward=-0.026673849669387018)
Transition(state=array([ 0.02667385]), action=0, next_state=array([ 0.07271254]), reward=-0.07271254320159988)
Transition(state=array([ 0.07271254]), action=0, next_state=array([ 0.01673888]), reward=-0.01673888011856197)
Transition(state=array([ 0.01673888]), action=0, next_state=array([ 0.11611387]), reward=-0.11611386931188597)
Transition(state=array([ 0.11611387]), action=2, next_state=array([-0.01431167]), reward=-0.014311668547311321)
Transition(state=array([-0.01431167]), action=0, next_state=array([ 0.02497557]), reward=-0.024975573889723844)
Transition(state=array([ 0.02497557]), action=0, next_state=array([ 0.04777997]), reward=-0.04777996931181394)
Transition(state=array([ 0.04777997]), action=0, next_state=array([ 0.14454909]), reward=-0.14454908545494563)
Transition(state=array([ 0.14454909]), action=2, next_state=array([ 0.05295876]), reward=-0.05295876398739846)
Transition(state=array([ 0.05295876]), action=0, next_state=array([ 0.04518319]), reward=-0.04518318564534355)
Transition(state=array([ 0.04518319]), action=0, next_state=array([ 0.11268301]), reward=-0.11268300974921391)
Transition(state=array([ 0.11268301]), action=2, next_state=array([-0.08491966]), reward=-0.08491965684417806)
Transition(state=array([-0.08491966]), action=0, next_state=array([-0.14716621]), reward=-0.14716620816613327)
Transition(state=array([-0.14716621]), action=1, next_state=array([ 0.03892057]), reward=-0.03892056883666031)
Transition(state=array([ 0.03892057]), action=0, next_state=array([-0.00251554]), reward=-0.0025155381138246766)
Transition(state=array([-0.00251554]), action=0, next_state=array([-0.08748055]), reward=-0.08748054715227632)
Transition(state=array([-0.08748055]), action=0, next_state=array([-0.06729583]), reward=-0.06729583002784824)
Transition(state=array([-0.06729583]), action=0, next_state=array([-0.05599246]), reward=-0.05599245827826206)
Transition(state=array([-0.05599246]), action=0, next_state=array([ 0.0064645]), reward=-0.006464501371548602)
Transition(state=array([ 0.0064645]), action=0, next_state=array([ 0.05949094]), reward=-0.05949093884256166)
Transition(state=array([ 0.05949094]), action=0, next_state=array([ 0.01015629]), reward=-0.010156287569139784)
Transition(state=array([ 0.01015629]), action=0, next_state=array([-0.06825278]), reward=-0.06825278318490419)
Transition(state=array([-0.06825278]), action=0, next_state=array([-0.07894664]), reward=-0.07894663954266055)
Transition(state=array([-0.07894664]), action=0, next_state=array([ 0.00769037]), reward=-0.007690372856670374)
Transition(state=array([ 0.00769037]), action=0, next_state=array([ 0.09436301]), reward=-0.09436301000999547)
Transition(state=array([ 0.09436301]), action=0, next_state=array([ 0.17983592]), reward=-0.17983591926277098)
Transition(state=array([ 0.17983592]), action=2, next_state=array([ 0.13650355]), reward=-0.13650354768218498)
Transition(state=array([ 0.13650355]), action=2, next_state=array([ 0.04109032]), reward=-0.04109032332926535)
Transition(state=array([ 0.04109032]), action=0, next_state=array([ 0.09012008]), reward=-0.09012007673330223)
Transition(state=array([ 0.09012008]), action=0, next_state=array([ 0.10353297]), reward=-0.10353296921868152)
Transition(state=array([ 0.10353297]), action=2, next_state=array([-0.02752724]), reward=-0.027527243431007833)
Transition(state=array([-0.02752724]), action=0, next_state=array([ 0.0184125]), reward=-0.018412496158744476)
Transition(state=array([ 0.0184125]), action=0, next_state=array([ 0.0599853]), reward=-0.05998530270997689)
Transition(state=array([ 0.0599853]), action=0, next_state=array([ 0.06793018]), reward=-0.06793018291566733)
Transition(state=array([ 0.06793018]), action=0, next_state=array([ 0.14320573]), reward=-0.14320572618479838)
Transition(state=array([ 0.14320573]), action=2, next_state=array([-0.01123336]), reward=-0.011233355870583661)
Transition(state=array([-0.01123336]), action=0, next_state=array([ 0.02684541]), reward=-0.026845405042568507)
Transition(state=array([ 0.02684541]), action=0, next_state=array([-0.01696364]), reward=-0.016963643313186352)
Transition(state=array([-0.01696364]), action=0, next_state=array([ 0.02017842]), reward=-0.020178418078061144)
Transition(state=array([ 0.33787189]), action=2, next_state=array([ 0.17976464]), reward=-0.17976464188697786)
Transition(state=array([ 0.17976464]), action=2, next_state=array([-0.00923723]), reward=-0.009237226055916814)
Transition(state=array([-0.00923723]), action=0, next_state=array([-0.08735596]), reward=-0.08735595634738898)
Transition(state=array([-0.08735596]), action=0, next_state=array([-0.09273749]), reward=-0.09273748988441628)
Transition(state=array([-0.09273749]), action=0, next_state=array([-0.06900064]), reward=-0.06900064061487772)
Transition(state=array([-0.06900064]), action=0, next_state=array([ 0.00098249]), reward=-0.000982488847791771)
Transition(state=array([ 0.00098249]), action=0, next_state=array([ 0.02634849]), reward=-0.02634849374007495)
Transition(state=array([ 0.02634849]), action=0, next_state=array([-0.05970097]), reward=-0.059700967866127205)
Transition(state=array([-0.05970097]), action=0, next_state=array([-0.05712039]), reward=-0.05712038851132773)
Transition(state=array([-0.05712039]), action=0, next_state=array([-0.01499703]), reward=-0.014997033115040997)
Transition(state=array([-0.01499703]), action=0, next_state=array([ 0.01822624]), reward=-0.018226244198762752)
Transition(state=array([ 0.01822624]), action=0, next_state=array([ 0.03880712]), reward=-0.038807119039742724)
Transition(state=array([ 0.03880712]), action=0, next_state=array([ 0.10216495]), reward=-0.10216494984020393)
Transition(state=array([ 0.10216495]), action=2, next_state=array([ 0.01683]), reward=-0.01682999733707402)
Transition(state=array([ 0.01683]), action=0, next_state=array([ 0.01057018]), reward=-0.010570177476390863)
Transition(state=array([ 0.01057018]), action=0, next_state=array([ 0.03023214]), reward=-0.03023214320739933)
Transition(state=array([ 0.03023214]), action=0, next_state=array([-0.01965436]), reward=-0.01965436148927953)
Transition(state=array([-0.01965436]), action=0, next_state=array([ 0.07660677]), reward=-0.0766067689654356)
Transition(state=array([ 0.07660677]), action=0, next_state=array([ 0.02414272]), reward=-0.024142723499467875)
Transition(state=array([ 0.02414272]), action=0, next_state=array([-0.05688057]), reward=-0.05688057200533643)
Transition(state=array([-0.05688057]), action=0, next_state=array([-0.15657023]), reward=-0.156570229724818)
Transition(state=array([-0.15657023]), action=1, next_state=array([ 0.03625171]), reward=-0.03625170587221831)
Transition(state=array([ 0.03625171]), action=0, next_state=array([-0.0496644]), reward=-0.049664400027065306)
Transition(state=array([-0.0496644]), action=0, next_state=array([ 0.01627173]), reward=-0.016271726644335238)
Transition(state=array([ 0.01627173]), action=0, next_state=array([ 0.09114999]), reward=-0.09114999407733676)
Transition(state=array([ 0.09114999]), action=0, next_state=array([ 0.03367762]), reward=-0.03367762448752368)
Transition(state=array([ 0.03367762]), action=0, next_state=array([-0.00355005]), reward=-0.003550045128889699)
Transition(state=array([-0.00355005]), action=0, next_state=array([-0.10048359]), reward=-0.10048359242785007)
Transition(state=array([-0.10048359]), action=1, next_state=array([-0.00682641]), reward=-0.0068264130012689744)
Transition(state=array([-0.00682641]), action=0, next_state=array([ 0.04683085]), reward=-0.04683084862824912)
Transition(state=array([ 0.04683085]), action=0, next_state=array([ 0.0144575]), reward=-0.014457504473686177)
Transition(state=array([ 0.0144575]), action=0, next_state=array([ 0.021365]), reward=-0.02136499789841103)
Transition(state=array([ 0.021365]), action=0, next_state=array([ 0.09118023]), reward=-0.09118023418248639)
Transition(state=array([ 0.09118023]), action=0, next_state=array([ 0.15143174]), reward=-0.15143174195397802)
Transition(state=array([ 0.15143174]), action=2, next_state=array([ 0.14959706]), reward=-0.14959706420981703)
Transition(state=array([ 0.14959706]), action=2, next_state=array([ 0.01210754]), reward=-0.012107536003672842)
Transition(state=array([ 0.01210754]), action=0, next_state=array([ 0.05546256]), reward=-0.05546256487997032)
Transition(state=array([ 0.05546256]), action=0, next_state=array([ 0.05445611]), reward=-0.05445611477900711)
Transition(state=array([ 0.05445611]), action=0, next_state=array([ 0.05570794]), reward=-0.055707935651735235)
Transition(state=array([ 0.05570794]), action=0, next_state=array([-0.02644541]), reward=-0.026445411542387942)
Transition(state=array([-0.02644541]), action=0, next_state=array([ 0.05734786]), reward=-0.05734786306591155)
Transition(state=array([ 0.05734786]), action=0, next_state=array([ 0.14682703]), reward=-0.1468270348014951)
Transition(state=array([ 0.14682703]), action=2, next_state=array([ 0.07672833]), reward=-0.0767283272141435)
Transition(state=array([ 0.07672833]), action=0, next_state=array([ 0.01586628]), reward=-0.015866277244743744)
Transition(state=array([ 0.01586628]), action=0, next_state=array([-0.0432926]), reward=-0.04329260109553301)
Transition(state=array([-0.0432926]), action=0, next_state=array([-0.1413847]), reward=-0.14138470110751933)
Transition(state=array([-0.1413847]), action=1, next_state=array([ 0.02852813]), reward=-0.028528126280552527)
Transition(state=array([ 0.02852813]), action=0, next_state=array([ 0.10658406]), reward=-0.10658405502241536)
