Transition(state=array([ 0.14800801, -0.50084984]), action=3, next_state=array([-0.01572656, -0.55180145]), reward=-0.5518014543660551)
Transition(state=array([-0.19105537, -0.31557443]), action=1, next_state=array([ 0.06002602, -0.41968884]), reward=-0.4196888379655205)
Transition(state=array([ 0.06002602, -0.41968884]), action=3, next_state=array([ 0.223003  , -0.40935248]), reward=-0.40935247592352053)
Transition(state=array([ 0.223003  , -0.40935248]), action=3, next_state=array([ 0.12453827, -0.13001721]), reward=-0.13001721339410566)
Transition(state=array([ 0.12453827, -0.13001721]), action=3, next_state=array([ 0.22954626, -0.08649213]), reward=-0.2295462610445677)
Transition(state=array([ 0.22954626, -0.08649213]), action=2, next_state=array([ 0.2809893 , -0.09553382]), reward=-0.280989295733308)
Transition(state=array([ 0.2809893 , -0.09553382]), action=2, next_state=array([ 0.31147986, -0.0968982 ]), reward=-0.3114798568727545)
Transition(state=array([ 0.31147986, -0.0968982 ]), action=2, next_state=array([ 0.20900378, -0.28879372]), reward=-0.28879371725710296)
Transition(state=array([ 0.20900378, -0.28879372]), action=3, next_state=array([ 0.38239592, -0.38300169]), reward=-0.38300169360124836)
Transition(state=array([ 0.38239592, -0.38300169]), action=3, next_state=array([ 0.47025204, -0.10108855]), reward=-0.47025204357393324)
Transition(state=array([ 0.47025204, -0.10108855]), action=2, next_state=array([ 0.35809919, -0.20862557]), reward=-0.35809919314662575)
Transition(state=array([ 0.35809919, -0.20862557]), action=2, next_state=array([ 0.37453177, -0.2731727 ]), reward=-0.3745317737560856)
Transition(state=array([ 0.37453177, -0.2731727 ]), action=2, next_state=array([ 0.0790275 , -0.17202038]), reward=-0.1720203787881639)
Transition(state=array([ 0.0790275 , -0.17202038]), action=3, next_state=array([ 0.22730288, -0.08974491]), reward=-0.2273028818890846)
Transition(state=array([ 0.22730288, -0.08974491]), action=2, next_state=array([0.1385129 , 0.05615383]), reward=-0.13851290144689463)
Transition(state=array([0.1385129 , 0.05615383]), action=2, next_state=array([-0.09036986,  0.15669503]), reward=-0.15669502627495924)
Transition(state=array([-0.09036986,  0.15669503]), action=1, next_state=array([-0.04590575,  0.06768078]), reward=-0.0676807837264828)
Transition(state=array([-0.04590575,  0.06768078]), action=1, next_state=array([0.06623934, 0.22377781]), reward=-0.2237778147824276)
Transition(state=array([0.06623934, 0.22377781]), action=4, next_state=array([ 0.15458944, -0.01170417]), reward=-0.15458944367138677)
Transition(state=array([ 0.15458944, -0.01170417]), action=2, next_state=array([ 0.06992056, -0.0114426 ]), reward=-0.06992056146510886)
Transition(state=array([ 0.06992056, -0.0114426 ]), action=0, next_state=array([-0.06559747, -0.11168158]), reward=-0.11168158326095903)
Transition(state=array([-0.06559747, -0.11168158]), action=1, next_state=array([ 0.17014046, -0.1800959 ]), reward=-0.18009589723857233)
Transition(state=array([ 0.17014046, -0.1800959 ]), action=3, next_state=array([0.27936309, 0.02489031]), reward=-0.27936308504536894)
Transition(state=array([0.27936309, 0.02489031]), action=2, next_state=array([ 0.06926398, -0.07294656]), reward=-0.0729465629023706)
Transition(state=array([ 0.06926398, -0.07294656]), action=0, next_state=array([ 0.08617584, -0.02080686]), reward=-0.086175837524038)
Transition(state=array([ 0.08617584, -0.02080686]), action=0, next_state=array([ 0.00885274, -0.217372  ]), reward=-0.2173720039224094)
Transition(state=array([ 0.00885274, -0.217372  ]), action=3, next_state=array([ 0.02149799, -0.10805399]), reward=-0.10805399217868028)
Transition(state=array([ 0.02149799, -0.10805399]), action=1, next_state=array([ 0.32098564, -0.01011967]), reward=-0.3209856439278209)
Transition(state=array([ 0.32098564, -0.01011967]), action=2, next_state=array([ 0.39933953, -0.01708209]), reward=-0.39933952628673264)
Transition(state=array([ 0.39933953, -0.01708209]), action=2, next_state=array([0.17528552, 0.11432719]), reward=-0.1752855193616812)
Transition(state=array([0.17528552, 0.11432719]), action=2, next_state=array([0.00757793, 0.22208305]), reward=-0.22208304808096627)
Transition(state=array([0.00757793, 0.22208305]), action=4, next_state=array([-0.00159343,  0.17400559]), reward=-0.17400559023776804)
Transition(state=array([-0.00159343,  0.17400559]), action=4, next_state=array([-0.02280273, -0.07524302]), reward=-0.07524301604736264)
Transition(state=array([-0.02280273, -0.07524302]), action=1, next_state=array([-0.06500733, -0.19420626]), reward=-0.1942062629833448)
Transition(state=array([-0.06500733, -0.19420626]), action=1, next_state=array([-0.09729936, -0.17812415]), reward=-0.17812414813912258)
Transition(state=array([-0.09729936, -0.17812415]), action=1, next_state=array([-0.01472049, -0.21371365]), reward=-0.21371365148743343)
Transition(state=array([-0.01472049, -0.21371365]), action=3, next_state=array([-0.07481905, -0.26263786]), reward=-0.26263786257198585)
Transition(state=array([-0.07481905, -0.26263786]), action=3, next_state=array([-0.09785993,  0.03155997]), reward=-0.09785992752952075)
Transition(state=array([-0.09785993,  0.03155997]), action=1, next_state=array([0.19896323, 0.22958515]), reward=-0.22958515388621276)
Transition(state=array([0.19896323, 0.22958515]), action=4, next_state=array([0.34159053, 0.08231284]), reward=-0.34159053304480136)
Transition(state=array([0.34159053, 0.08231284]), action=2, next_state=array([ 0.21283776, -0.01584984]), reward=-0.2128377594887579)
Transition(state=array([ 0.21283776, -0.01584984]), action=2, next_state=array([0.02927028, 0.14082786]), reward=-0.14082785536899595)
Transition(state=array([0.02927028, 0.14082786]), action=4, next_state=array([ 0.09279289, -0.11026299]), reward=-0.11026299321026092)
Transition(state=array([ 0.09279289, -0.11026299]), action=3, next_state=array([ 0.11998161, -0.1343896 ]), reward=-0.1343895989537339)
Transition(state=array([ 0.11998161, -0.1343896 ]), action=3, next_state=array([ 0.08113979, -0.01931469]), reward=-0.0811397883158879)
Transition(state=array([ 0.08113979, -0.01931469]), action=0, next_state=array([0.07957425, 0.14600455]), reward=-0.14600454544223693)
Transition(state=array([0.07957425, 0.14600455]), action=4, next_state=array([0.11006538, 0.004205  ]), reward=-0.1100653782608736)
Transition(state=array([0.11006538, 0.004205  ]), action=0, next_state=array([ 0.28897473, -0.03224643]), reward=-0.2889747340420893)
Transition(state=array([ 0.28897473, -0.03224643]), action=2, next_state=array([ 0.28905321, -0.0478114 ]), reward=-0.28905321109004367)
Transition(state=array([ 0.28905321, -0.0478114 ]), action=2, next_state=array([ 0.01695288, -0.1271765 ]), reward=-0.1271765010671146)
Transition(state=array([ 0.01695288, -0.1271765 ]), action=1, next_state=array([ 0.02833456, -0.30584984]), reward=-0.3058498420832851)
Transition(state=array([ 0.02833456, -0.30584984]), action=3, next_state=array([ 0.07731042, -0.1779409 ]), reward=-0.17794089516816)
Transition(state=array([ 0.07731042, -0.1779409 ]), action=3, next_state=array([0.00253743, 0.00324832]), reward=-0.0032483236586124398)
Transition(state=array([0.00253743, 0.00324832]), action=1, next_state=array([ 0.15674713, -0.17513036]), reward=-0.17513035653920322)
Transition(state=array([ 0.15674713, -0.17513036]), action=3, next_state=array([ 0.27590119, -0.13759076]), reward=-0.2759011864481872)
Transition(state=array([ 0.27590119, -0.13759076]), action=2, next_state=array([ 0.15707783, -0.00534505]), reward=-0.15707783279133505)
Transition(state=array([ 0.15707783, -0.00534505]), action=2, next_state=array([0.00747812, 0.11791078]), reward=-0.11791078142823665)
Transition(state=array([0.00747812, 0.11791078]), action=4, next_state=array([-0.0177735 ,  0.11874903]), reward=-0.11874902861779793)
Transition(state=array([-0.0177735 ,  0.11874903]), action=4, next_state=array([-0.12227293, -0.13147633]), reward=-0.1314763345327119)
Transition(state=array([-0.12227293, -0.13147633]), action=1, next_state=array([-0.15686547, -0.07494475]), reward=-0.15686546634650997)
Transition(state=array([-0.15686547, -0.07494475]), action=1, next_state=array([-0.1303889 , -0.17267991]), reward=-0.17267991274944508)
Transition(state=array([-0.1303889 , -0.17267991]), action=1, next_state=array([-0.06959513, -0.20220784]), reward=-0.20220783919507943)
Transition(state=array([-0.06959513, -0.20220784]), action=1, next_state=array([-0.14916315, -0.25308936]), reward=-0.2530893628358224)
Transition(state=array([-0.14916315, -0.25308936]), action=1, next_state=array([ 0.06874836, -0.06421211]), reward=-0.06874835670103688)
Transition(state=array([ 0.06874836, -0.06421211]), action=0, next_state=array([-0.11537533, -0.26004909]), reward=-0.26004908959486983)
Transition(state=array([-0.11537533, -0.26004909]), action=1, next_state=array([ 0.00276022, -0.17523943]), reward=-0.1752394279029953)
Transition(state=array([ 0.00276022, -0.17523943]), action=1, next_state=array([ 0.20456671, -0.09906123]), reward=-0.20456671090455072)
Transition(state=array([ 0.20456671, -0.09906123]), action=2, next_state=array([0.01359383, 0.02030253]), reward=-0.020302531516848965)
Transition(state=array([0.01359383, 0.02030253]), action=1, next_state=array([0.30154242, 0.19128106]), reward=-0.3015424227258626)
Transition(state=array([0.30154242, 0.19128106]), action=2, next_state=array([0.1516813 , 0.29684421]), reward=-0.2968442088172807)
Transition(state=array([0.1516813 , 0.29684421]), action=4, next_state=array([-0.03196729,  0.15610187]), reward=-0.1561018652003012)
Transition(state=array([-0.03196729,  0.15610187]), action=4, next_state=array([-0.10490019,  0.11948441]), reward=-0.11948440980969341)
Transition(state=array([-0.10490019,  0.11948441]), action=1, next_state=array([0.14965099, 0.13321124]), reward=-0.14965098706651758)
Transition(state=array([0.14965099, 0.13321124]), action=2, next_state=array([0.11716668, 0.2137254 ]), reward=-0.21372539873525104)
Transition(state=array([0.11716668, 0.2137254 ]), action=4, next_state=array([0.21437858, 0.1997787 ]), reward=-0.21437857535654226)
Transition(state=array([0.21437858, 0.1997787 ]), action=2, next_state=array([0.01538305, 0.24876127]), reward=-0.24876127174474333)
Transition(state=array([0.01538305, 0.24876127]), action=4, next_state=array([0.04126543, 0.21162323]), reward=-0.21162322536600417)
Transition(state=array([0.04126543, 0.21162323]), action=4, next_state=array([0.16400539, 0.2088476 ]), reward=-0.20884760430020607)
Transition(state=array([0.16400539, 0.2088476 ]), action=4, next_state=array([ 0.14001106, -0.05220905]), reward=-0.14001105537959913)
Transition(state=array([ 0.14001106, -0.05220905]), action=2, next_state=array([ 0.17191752, -0.16373129]), reward=-0.1719175210674357)
Transition(state=array([ 0.17191752, -0.16373129]), action=3, next_state=array([ 0.2183703 , -0.12989963]), reward=-0.21837030453077488)
Transition(state=array([ 0.2183703 , -0.12989963]), action=2, next_state=array([ 0.16389466, -0.04940345]), reward=-0.16389465992454857)
Transition(state=array([ 0.16389466, -0.04940345]), action=2, next_state=array([0.13119482, 0.08627616]), reward=-0.13119482481297015)
Transition(state=array([0.13119482, 0.08627616]), action=2, next_state=array([-0.12805314,  0.20504415]), reward=-0.2050441513567592)
Transition(state=array([-0.12805314,  0.20504415]), action=1, next_state=array([0.06955173, 0.25808846]), reward=-0.2580884645332675)
Transition(state=array([0.06955173, 0.25808846]), action=4, next_state=array([0.03891156, 0.25730841]), reward=-0.25730841231508583)
Transition(state=array([0.03891156, 0.25730841]), action=4, next_state=array([0.1535841, 0.1080728]), reward=-0.15358409588125665)
Transition(state=array([0.1535841, 0.1080728]), action=2, next_state=array([0.24701754, 0.03870126]), reward=-0.24701754362799908)
Transition(state=array([0.24701754, 0.03870126]), action=2, next_state=array([0.3161613 , 0.00386721]), reward=-0.3161612973905249)
Transition(state=array([0.3161613 , 0.00386721]), action=2, next_state=array([ 0.30958387, -0.00527146]), reward=-0.30958387123235387)
Transition(state=array([ 0.30958387, -0.00527146]), action=2, next_state=array([ 0.35948676, -0.16204331]), reward=-0.359486757039038)
Transition(state=array([ 0.35948676, -0.16204331]), action=2, next_state=array([ 0.15689925, -0.0209529 ]), reward=-0.15689924733394375)
Transition(state=array([ 0.15689925, -0.0209529 ]), action=2, next_state=array([-0.05573644,  0.16533646]), reward=-0.16533646194309212)
Transition(state=array([-0.05573644,  0.16533646]), action=4, next_state=array([-0.1447541 ,  0.19984327]), reward=-0.19984326795640114)
Transition(state=array([-0.1447541 ,  0.19984327]), action=1, next_state=array([-0.17310911,  0.03488243]), reward=-0.17310910978483127)
Transition(state=array([-0.17310911,  0.03488243]), action=1, next_state=array([-0.15524589, -0.16487264]), reward=-0.16487263557195878)
Transition(state=array([-0.15524589, -0.16487264]), action=1, next_state=array([-0.18834246, -0.23432291]), reward=-0.23432290803146422)
Transition(state=array([-0.18834246, -0.23432291]), action=1, next_state=array([-0.12233075, -0.43305156]), reward=-0.4330515627062175)
Transition(state=array([-0.12233075, -0.43305156]), action=3, next_state=array([-0.13128819, -0.46915383]), reward=-0.4691538251454319)
Transition(state=array([-0.13128819, -0.46915383]), action=3, next_state=array([-0.1840899 , -0.34658248]), reward=-0.3465824802763706)
Transition(state=array([-0.1840899 , -0.34658248]), action=3, next_state=array([ 0.01513028, -0.32631501]), reward=-0.3263150113330513)
Transition(state=array([ 0.01513028, -0.32631501]), action=3, next_state=array([ 0.0786161 , -0.04779356]), reward=-0.07861609657636205)
Transition(state=array([ 0.0786161 , -0.04779356]), action=0, next_state=array([ 0.09287158, -0.03926545]), reward=-0.0928715845773331)
Transition(state=array([ 0.09287158, -0.03926545]), action=0, next_state=array([-0.0189247 ,  0.15026016]), reward=-0.15026015812636734)
Transition(state=array([-0.0189247 ,  0.15026016]), action=4, next_state=array([ 0.05260114, -0.02928447]), reward=-0.052601136883218935)
Transition(state=array([ 0.05260114, -0.02928447]), action=0, next_state=array([-0.12464284,  0.02592233]), reward=-0.12464284329925093)
Transition(state=array([-0.12464284,  0.02592233]), action=1, next_state=array([ 0.01045095, -0.12890771]), reward=-0.1289077058116181)
Transition(state=array([ 0.01045095, -0.12890771]), action=1, next_state=array([0.15246861, 0.06932153]), reward=-0.15246861424874625)
Transition(state=array([0.15246861, 0.06932153]), action=2, next_state=array([ 0.14022933, -0.0918911 ]), reward=-0.1402293276125511)
Transition(state=array([ 0.14022933, -0.0918911 ]), action=2, next_state=array([ 0.04797426, -0.08259103]), reward=-0.08259103444324531)
Transition(state=array([ 0.04797426, -0.08259103]), action=1, next_state=array([ 0.25740792, -0.17213265]), reward=-0.2574079174543624)
